VTD2016_x,ShapeSTLen,CountyFips,Jurisdicti,ElectionYe,Label,VTD,county_nam,county_fip,county_lat,county_lon,jurisdic_1,precinct,PRES16D,PRES16R,PRES16L,PRES16G,GOV18D,GOV18R,SOS18D,SOS18R,AG18D,AG18R,SEN18D,SEN18R,HDIST,SENDIST,CD,TOTPOP,NH_WHITE,NH_BLACK,NH_AMIN,NH_ASIAN,NH_NHPI,NH_OTHER,HISP,H_WHITE,H_BLACK,H_AMIN,H_ASIAN,H_NHPI,H_OTHER,VAP,HVAP,WVAP,BVAP,AMINVAP,ASIANVAP,NHPIVAP,OTHERVAP,2MOREVAP,NH_2MORE,H_2MORE
1632200006458,3544.6315944387884,163,22000,2016,City of Detroit,P1632200006458,Wayne County,26163,42.284664,-83.261953,WAYNE,DETROIT CITY; 458,6,0,0,0,6,0,6,0,6,0,6,0,006,002,13,57,1,55,0,0,0,0,1,0,0,0,0,0,0,46,1,1,44,0,0,0,0,0,0,1
0438552000001,99529.86621920702,043,85520,2016,West Branch Township,P0438552000001,Dickinson County,26043,46.012823,-87.866119,DICKINSON,WEST BRANCH TOWNSHIP; 1,11,18,1,1,9,16,8,17,7,16,9,16,108,038,01,63,61,0,1,0,0,0,1,1,0,0,0,0,0,52,1,50,0,1,0,0,0,0,0,0
1632200001490,843.6873334249221,163,22000,2016,City of Detroit,P1632200001490,Wayne County,26163,42.284664,-83.261953,WAYNE,DETROIT CITY; 490,19,0,0,1,24,0,23,0,21,0,22,2,007,003,14,62,0,59,0,0,0,0,1,0,1,0,0,0,0,46,1,0,44,0,0,0,0,1,2,0
0998400003011,5572.239405879539,099,84000,2016,City of Warren,P0998400003011,Macomb County,26099,42.671493,-82.91085600000001,MACOMB,WARREN CITY; Ward 3; Precinct 11,10,5,0,0,9,5,9,5,8,6,9,5,028,009,09,63,50,9,0,0,0,0,0,0,0,0,0,0,0,47,0,43,3,0,0,0,0,1,4,0
1458934000001,27541.58376780401,145,89340,2016,Zilwaukee Township,P1458934000001,Saginaw County,26145,43.328267,-84.05541,SAGINAW,ZILWAUKEE TOWNSHIP; 1,14,29,1,0,11,23,13,22,8,22,12,25,095,032,05,67,48,9,0,0,0,0,8,7,0,0,0,0,0,56,3,44,8,0,0,0,0,1,2,1
0837322000001,81672.71247955115,083,73220,2016,Sherman Township,P0837322000001,Keweenaw County,26083,47.681974,-88.148797,KEWEENAW,SHERMAN TOWNSHIP; 1,26,32,2,0,32,24,29,25,26,24,33,24,110,038,01,67,62,0,0,0,0,0,2,0,0,0,0,0,1,62,2,58,0,0,0,0,0,2,3,1
0998245300003,4950.957909197528,099,82453,2016,City of The Village of Grosse Pointe Shores A Michigan City,P0998245300003,Macomb County,26099,42.671493,-82.91085600000001,MACOMB,GROSS POINTE SHORES CITY; 3,14,31,1,0,16,39,19,34,12,41,20,34,018,008,09,79,72,0,0,4,0,0,2,1,0,0,0,0,1,73,2,66,0,0,4,0,0,1,1,0
1632200006148,1951.515344259254,163,22000,2016,City of Detroit,P1632200006148,Wayne County,26163,42.284664,-83.261953,WAYNE,DETROIT CITY; 148,2,0,0,0,0,0,0,0,0,0,0,0,004,001,13,81,0,80,1,0,0,0,0,0,0,0,0,0,0,80,0,0,79,1,0,0,0,0,0,0
0833938000001,511018.2644972065,083,39380,2016,Houghton Township,P0833938000001,Keweenaw County,26083,47.681974,-88.148797,KEWEENAW,HOUGHTON TOWNSHIP; 1,24,44,2,1,25,37,23,38,21,38,25,37,110,038,01,82,82,0,0,0,0,0,0,0,0,0,0,0,0,79,0,79,0,0,0,0,0,0,0,0
1632200003090,6701.775946263284,163,22000,2016,City of Detroit,P1632200003090,Wayne County,26163,42.284664,-83.261953,WAYNE,DETROIT CITY; 90,7,0,0,0,10,0,9,1,9,0,10,0,004,001,14,86,2,84,0,0,0,0,0,0,0,0,0,0,0,65,0,2,63,0,0,0,0,0,0,0
1315232000001,102527.17821822572,131,52320,2016,Matchwood Township,P1315232000001,Ontonagon County,26131,47.216602,-89.500463,ONTONAGON,MATCHWOOD TOWNSHIP; 1,20,33,4,0,20,23,19,23,20,22,21,27,110,038,01,94,93,1,0,0,0,0,0,0,0,0,0,0,0,87,0,86,1,0,0,0,0,0,0,0
0970950000001,82046.09736049947,097,09500,2016,Bois Blanc Township,P0970950000001,Mackinac County,26097,46.167868,-85.303762,MACKINAC,BOIS BLANC TOWNSHIP; 1,36,46,4,0,39,38,32,41,33,35,41,40,107,037,01,95,84,0,5,0,0,0,0,0,0,0,0,0,0,87,0,78,0,3,0,0,0,6,6,0
0715230000002,126734.68187769114,071,52300,2016,Mastodon Township,P0715230000002,Iron County,26071,46.170254,-88.540526,IRON,MASTODON TOWNSHIP; 2,24,39,1,0,24,34,21,34,21,34,25,33,110,038,01,112,111,0,0,0,0,0,0,0,0,0,0,0,0,89,0,89,0,0,0,0,0,0,1,0
0612334000002,121464.75104336932,061,23340,2016,Duncan Township,P0612334000002,Houghton County,26061,46.998431,-88.65190799999999,HOUGHTON,DUNCAN TOWNSHIP; 2,21,49,0,1,28,38,24,38,21,37,26,41,110,038,01,116,116,0,0,0,0,0,0,0,0,0,0,0,0,102,0,102,0,0,0,0,0,0,0,0
0612334000001,114244.49878849767,061,23340,2016,Duncan Township,P0612334000001,Houghton County,26061,46.998431,-88.65190799999999,HOUGHTON,DUNCAN TOWNSHIP; 1,18,56,0,0,21,44,16,44,21,40,27,40,110,038,01,120,116,0,3,1,0,0,0,0,0,0,0,0,0,111,0,108,0,3,0,0,0,0,0,0
1537250000001,139674.31931945946,153,72500,2016,Seney Township,P1537250000001,Schoolcraft County,26153,46.021122,-86.197029,SCHOOLCRAFT,SENEY TOWNSHIP; 1,10,55,5,0,23,33,21,33,14,34,19,40,109,038,01,119,112,0,3,0,0,0,1,1,0,0,0,0,0,107,1,100,0,3,0,0,0,3,3,0
1632200003101,5298.707372215318,163,22000,2016,City of Detroit,P1632200003101,Wayne County,26163,42.284664,-83.261953,WAYNE,DETROIT CITY; 101,18,0,1,0,17,0,16,0,17,0,16,0,002,001,13,120,4,114,0,0,0,1,0,0,0,0,0,0,0,89,0,4,84,0,0,0,0,1,1,0
1632200005099,9313.724836535635,163,22000,2016,City of Detroit,P1632200005099,Wayne County,26163,42.284664,-83.261953,WAYNE,DETROIT CITY; 99,100,5,1,3,81,3,77,3,74,2,76,2,004,001,13,123,26,94,1,0,0,0,1,0,1,0,0,0,0,117,1,22,92,1,0,0,0,1,1,0
1632200004109,2314.6122890633224,163,22000,2016,City of Detroit,P1632200004109,Wayne County,26163,42.284664,-83.261953,WAYNE,DETROIT CITY; 109,1,0,0,0,0,0,0,0,0,0,0,0,002,002,14,134,1,133,0,0,0,0,0,0,0,0,0,0,0,93,0,1,92,0,0,0,0,0,0,0
0513534000001,79955.17208587026,051,35340,2016,Grim Township,P0513534000001,Gladwin County,26051,43.98975,-84.389816,GLADWIN,GRIM TOWNSHIP; 1,20,43,4,0,22,36,22,32,19,32,22,35,097,036,04,136,134,0,1,0,0,0,0,0,0,0,0,0,0,103,0,101,0,1,0,0,0,1,1,0
0633308000001,37610.56988114237,063,33080,2016,Gore Township,P0633308000001,Huron County,26063,43.907616,-82.857045,HURON,GORE TOWNSHIP; 1,21,67,0,1,2,54,20,52,18,53,22,53,084,025,10,144,140,0,3,0,0,0,1,1,0,0,0,0,0,131,1,128,0,2,0,0,0,0,0,0
0617620000002,98517.98809972664,061,76200,2016,Stanton Township,P0617620000002,Houghton County,26061,46.998431,-88.65190799999999,HOUGHTON,STANTON TOWNSHIP; 2,47,42,2,0,55,34,50,36,46,37,50,38,110,038,01,143,135,1,0,2,0,0,4,2,0,0,0,0,1,127,3,121,1,0,2,0,0,0,1,1
0492900005036,3221.1148022876055,049,29000,2016,City of Flint,P0492900005036,Genesee County,26049,43.021077000000005,-83.706372,GENESEE,FLINT CITY; Ward 5; Precinct 36,20,12,1,1,19,5,18,4,16,6,18,5,034,027,05,140,97,29,2,0,0,0,3,1,0,0,0,0,0,97,3,66,22,2,0,0,0,4,9,2
1632200005443,2074.4297528242755,163,22000,2016,City of Detroit,P1632200005443,Wayne County,26163,42.284664,-83.261953,WAYNE,DETROIT CITY; 443,38,0,0,0,38,0,38,0,34,2,34,2,005,002,13,151,0,148,0,0,0,0,3,3,0,0,0,0,0,111,2,0,109,0,0,0,0,0,0,0
1255946000001,3582.642830089826,125,59460,2016,Township of Novi,P1255946000001,Oakland County,26125,42.660452,-83.38421,OAKLAND,NOVI TOWNSHIP; 1,50,48,6,1,52,43,51,45,48,48,50,47,038,015,11,150,139,0,0,5,0,0,6,3,0,0,0,0,1,125,3,119,0,0,3,0,0,0,0,2
1038078000001,92955.41475621406,103,80780,2016,Turin Township,P1038078000001,Marquette County,26103,46.656596,-87.584028,MARQUETTE,TURIN TOWNSHIP; 1,30,33,4,0,37,28,35,27,37,24,36,28,109,038,01,153,149,0,2,0,0,0,2,0,0,0,0,0,1,126,2,122,0,2,0,0,0,0,0,1
0175378001006,9538.591520455026,017,53780,2016,City of Midland,P0175378001006,Bay County,26017,43.699711,-83.978701,BAY,MIDLAND CITY; Ward 1; Precinct 6,20,31,8,1,29,18,31,19,27,20,30,19,098,031,05,157,152,0,0,0,0,0,4,3,0,0,0,0,1,131,3,128,0,0,0,0,0,0,1,0
1032684000001,91384.95105796058,103,26840,2016,Ewing Township,P1032684000001,Marquette County,26103,46.656596,-87.584028,MARQUETTE,EWING TOWNSHIP; 1,29,50,4,1,29,54,32,51,29,53,31,57,109,038,01,160,155,0,2,2,0,0,0,0,0,0,0,0,0,148,0,143,0,2,2,0,0,1,1,0
1653764000001,54060.85067235009,165,37640,2016,Henderson Township,P1653764000001,Wexford County,26165,44.331375,-85.57004599999999,WEXFORD,HENDERSON TOWNSHIP; 1,26,70,5,0,42,60,29,64,29,64,34,67,102,035,04,163,163,0,0,0,0,0,0,0,0,0,0,0,0,141,0,141,0,0,0,0,0,0,0,0
0973766000001,108010.99487183997,097,37660,2016,Hendricks Township,P0973766000001,Mackinac County,26097,46.167868,-85.303762,MACKINAC,HENDRICKS TOWNSHIP; 1,13,66,0,1,15,51,12,55,12,52,12,56,107,037,01,153,113,0,24,0,0,1,2,2,0,0,0,0,0,127,2,101,0,17,0,0,1,6,13,0
1632200006459,6032.863283415687,163,22000,2016,City of Detroit,P1632200006459,Wayne County,26163,42.284664,-83.261953,WAYNE,DETROIT CITY; 459,9,0,1,0,10,1,11,1,9,1,11,1,005,004,13,169,6,148,0,0,0,0,13,13,0,0,0,0,0,125,9,6,108,0,0,0,0,2,2,0
0612566000001,98872.53993213408,061,25660,2016,Elm River Township,P0612566000001,Houghton County,26061,46.998431,-88.65190799999999,HOUGHTON,ELM RIVER TOWNSHIP; 1,61,83,5,0,68,55,59,58,60,57,68,52,110,038,01,177,175,0,1,0,0,0,0,0,0,0,0,0,0,156,0,154,0,1,0,0,0,1,1,0
0333986000001,83801.85065888276,033,39860,2016,Hulbert Township,P0333986000001,Chippewa County,26033,46.321819,-84.52063000000001,CHIPPEWA,HULBERT TOWNSHIP; 1,26,68,2,3,29,54,32,53,23,58,28,58,107,037,01,168,151,0,5,0,0,0,2,1,0,0,0,0,1,150,1,139,0,5,0,0,0,5,10,0
1055264000001,54994.88174290962,105,52640,2016,Meade Township,P1055264000001,Mason County,26105,43.996635999999995,-86.750814,MASON,MEADE TOWNSHIP; 1,31,57,3,1,32,56,28,58,26,57,32,56,101,035,01,181,154,0,11,0,0,0,6,0,0,1,0,0,4,137,5,127,0,2,0,0,0,3,10,1
0973976000001,87903.14407561332,097,39760,2016,Hudson Township,P0973976000001,Mackinac County,26097,46.167868,-85.303762,MACKINAC,HUDSON TOWNSHIP; 1,31,65,3,1,39,63,33,60,27,64,36,62,107,037,01,181,117,0,49,1,0,0,2,2,0,0,0,0,0,161,2,109,0,40,1,0,0,9,12,0
1132620000001,53389.76631650719,113,26200,2016,Enterprise Township,P1132620000001,Missaukee County,26113,44.325424,-85.085471,MISSAUKEE,ENTERPRISE TOWNSHIP; 1,20,75,1,1,25,67,23,63,21,65,24,67,103,035,04,194,189,0,1,1,0,0,0,0,0,0,0,0,0,149,0,146,0,1,0,0,0,2,3,0
0898034000004,6918.22377002746,089,80340,2016,City of Traverse City,P0898034000004,Leelanau County,26089,45.146182,-86.051574,LEELANAU,TRAVERSE CITY; 4,97,86,9,2,104,96,97,100,93,101,104,99,101,035,01,192,169,0,5,0,0,0,7,7,0,0,0,0,0,127,4,118,0,3,0,0,0,2,11,0
0951748000001,111737.37636467631,095,17480,2016,Columbus Township,P0951748000001,Luce County,26095,46.940602,-85.582368,LUCE,COLUMBUS TOWNSHIP; 1,22,79,5,2,26,71,24,70,20,70,28,72,109,037,01,204,199,0,4,0,0,0,0,0,0,0,0,0,0,171,0,166,0,4,0,0,0,1,1,0
1313596000001,111502.40465529071,131,35960,2016,Haight Township,P1313596000001,Ontonagon County,26131,47.216602,-89.500463,ONTONAGON,HAIGHT TOWNSHIP; 1,43,56,1,1,45,50,42,46,40,49,47,49,110,038,01,212,202,1,2,0,0,0,6,6,0,0,0,0,0,194,5,185,1,2,0,0,0,1,1,0
0331556000001,102649.08931974403,033,15560,2016,Chippewa Township,P0331556000001,Chippewa County,26033,46.321819,-84.52063000000001,CHIPPEWA,CHIPPEWA TOWNSHIP; 1,16,76,7,1,22,59,22,59,18,54,16,62,107,037,01,213,191,1,17,0,0,0,0,0,0,0,0,0,0,163,0,152,0,8,0,0,0,3,4,0
0832362000001,400075.89165168203,083,23620,2016,Eagle Harbor Township,P0832362000001,Keweenaw County,26083,47.681974,-88.148797,KEWEENAW,EAGLE HARBOR TOWNSHIP; 1,106,125,11,7,105,104,102,112,94,114,104,111,110,038,01,217,210,1,1,0,0,0,4,3,0,0,0,0,0,212,4,205,1,1,0,0,0,1,1,1
0833430000001,190412.4736453663,083,34300,2016,Grant Township,P0833430000001,Keweenaw County,26083,47.681974,-88.148797,KEWEENAW,GRANT TOWNSHIP; 1,85,79,5,1,93,78,94,74,84,76,95,80,110,038,01,219,214,0,0,1,0,0,0,0,0,0,0,0,0,203,0,199,0,0,1,0,0,3,4,0
1632200006465,2358.0539222791567,163,22000,2016,City of Detroit,P1632200006465,Wayne County,26163,42.284664,-83.261953,WAYNE,DETROIT CITY; 465,75,5,0,2,77,1,72,4,73,1,76,1,004,001,13,215,99,99,0,0,0,0,8,4,1,0,0,0,3,158,7,76,72,0,0,0,0,3,9,0
0715086000001,98386.44011735846,071,50860,2016,Mansfield Township,P0715086000001,Iron County,26071,46.170254,-88.540526,IRON,MANSFIELD TOWNSHIP; 1,43,107,7,0,42,89,41,86,39,84,44,87,110,038,01,227,227,0,0,0,0,0,0,0,0,0,0,0,0,204,0,204,0,0,0,0,0,0,0,0
1038526000001,129018.14058754036,103,85260,2016,Wells Township,P1038526000001,Marquette County,26103,46.656596,-87.584028,MARQUETTE,WELLS TOWNSHIP; 1,43,68,1,0,39,60,35,61,35,56,42,58,109,038,01,231,229,0,0,0,0,0,0,0,0,0,0,0,0,203,0,202,0,0,0,0,0,1,2,0
0492900005034,5066.759021624869,049,29000,2016,City of Flint,P0492900005034,Genesee County,26049,43.021077000000005,-83.706372,GENESEE,FLINT CITY; Ward 5; Precinct 34,33,19,2,1,28,19,26,18,24,19,27,17,049,027,05,232,146,49,7,6,0,0,20,14,0,5,0,0,1,180,11,122,34,6,3,0,0,4,4,0
1535606000001,111113.73610767619,153,56060,2016,Mueller Township,P1535606000001,Schoolcraft County,26153,46.021122,-86.197029,SCHOOLCRAFT,MUELLER TOWNSHIP; 1,40,97,4,0,54,74,54,72,51,74,48,79,109,038,01,234,218,0,10,0,0,0,1,1,0,0,0,0,0,215,1,202,0,8,0,0,0,4,5,0
1233886000001,53270.87813246753,123,38860,2016,Home Township,P1233886000001,Newaygo County,26123,43.562709000000005,-85.791423,NEWAYGO,HOME TOWNSHIP; 1,24,94,3,1,20,88,22,87,17,88,26,82,100,034,02,232,219,0,3,0,0,0,2,2,0,0,0,0,0,196,2,185,0,2,0,0,0,7,8,0
1316914000001,128509.45395498873,131,69140,2016,Rockland Township,P1316914000001,Ontonagon County,26131,47.216602,-89.500463,ONTONAGON,ROCKLAND TOWNSHIP; 1,40,70,7,2,45,56,39,60,35,60,41,62,110,038,01,228,215,1,1,0,0,0,4,0,0,0,0,0,0,193,1,187,1,1,0,0,0,3,7,4
1133862000001,53834.07901149119,113,38620,2016,Holland Township,P1133862000001,Missaukee County,26113,44.325424,-85.085471,MISSAUKEE,HOLLAND TOWNSHIP; 1,28,89,6,1,36,71,33,67,32,67,37,69,103,035,04,248,235,0,0,2,0,0,10,4,0,0,0,0,6,198,9,188,0,0,1,0,0,0,1,0
0857774000016,53475.698218145495,085,77740,2016,Sweetwater Township,P0857774000016,Lake County,26085,43.995187,-85.8114,LAKE,SWEETWATER TOWNSHIP; 16,36,82,5,2,43,55,41,60,37,57,46,55,100,035,02,245,217,18,1,0,0,0,4,1,0,0,0,0,1,214,3,199,9,1,0,0,0,2,5,2
0291456000003,54686.11908655172,029,14560,2016,Chandler Township,P0291456000003,Charlevoix County,26029,45.513164,-85.45039200000001,CHARLEVOIX,CHANDLER TOWNSHIP; 3,39,103,6,5,47,93,47,86,41,90,48,94,105,037,01,248,234,0,1,1,0,0,7,0,0,0,0,0,7,191,4,183,0,1,0,0,0,3,5,0
1091424000001,90003.45318417926,109,14240,2016,Cedarville Township,P1091424000001,Menominee County,26109,45.538237,-87.492949,MENOMINEE,CEDARVILLE TOWNSHIP; 1,51,95,3,2,50,96,45,95,45,96,55,93,108,038,01,253,244,1,5,0,0,0,1,1,0,0,0,0,0,224,1,217,1,4,0,0,0,1,2,0
0933186000012,22654.63587829128,093,31860,2016,Genoa Township,P0933186000012,Livingston County,26093,42.602532000000004,-83.91171800000001,LIVINGSTON,GENOA TOWNSHIP; 12,29,89,2,5,39,76,39,78,39,74,37,80,042,022,08,188,170,10,2,3,0,0,3,2,0,0,0,1,0,128,2,122,3,1,0,0,0,0,0,0
1430432000001,53967.16205010498,143,04320,2016,Au Sable Township,P1430432000001,Roscommon County,26143,44.339517,-84.611271,ROSCOMMON,AU SABLE TOWNSHIP; 1,44,74,7,1,55,64,45,60,41,62,46,70,103,035,04,255,247,2,0,0,0,0,3,2,0,0,0,0,1,204,3,198,2,0,0,0,0,1,3,0
1092730000001,91526.49897693437,109,27300,2016,Faithorn Township,P1092730000001,Menominee County,26109,45.538237,-87.492949,MENOMINEE,FAITHORN TOWNSHIP; 1,35,113,1,2,38,84,37,84,35,82,39,83,108,038,01,243,229,0,0,1,0,0,0,0,0,0,0,0,0,186,0,178,0,0,1,0,0,7,13,0
1632200006471,3118.638687471453,163,22000,2016,City of Detroit,P1632200006471,Wayne County,26163,42.284664,-83.261953,WAYNE,DETROIT CITY; 471,13,3,1,0,16,1,16,1,14,1,16,1,006,002,13,251,58,4,4,0,0,6,171,73,2,0,0,0,92,153,98,42,4,4,0,0,2,3,8,4
0313748000001,54831.29385584675,031,37480,2016,Hebron Township,P0313748000001,Cheboygan County,26031,45.47612,-84.495271,CHEBOYGAN,HEBRON TOWNSHIP; 1,57,87,5,2,64,85,56,86,54,87,61,92,107,037,01,269,253,0,12,0,0,0,1,1,0,0,0,0,0,218,1,206,0,8,0,0,0,3,3,0
0616668000001,28005.74726354294,061,66680,2016,Quincy Township,P0616668000001,Houghton County,26061,46.998431,-88.65190799999999,HOUGHTON,QUINCY TOWNSHIP; 1,51,91,4,2,53,89,54,87,45,91,48,95,110,038,01,270,266,1,0,0,1,0,2,2,0,0,0,0,0,226,1,223,1,0,0,1,0,0,0,0
1036612000002,61241.17932555325,103,66120,2016,Powell Township,P1036612000002,Marquette County,26103,46.656596,-87.584028,MARQUETTE,POWELL TOWNSHIP; 2,74,60,8,2,85,60,85,59,76,64,80,65,110,038,01,274,270,0,3,0,0,0,1,0,0,1,0,0,0,237,1,233,0,3,0,0,0,0,0,0
0796054000001,54418.94185657781,079,60540,2016,Oliver Township,P0796054000001,Kalkaska County,26079,44.678881,-85.088992,KALKASKA,OLIVER TOWNSHIP; 1,39,109,3,3,44,99,40,102,36,100,49,95,103,035,01,281,274,0,5,0,0,0,1,0,0,0,0,1,0,227,1,221,0,4,0,0,0,1,1,0
1238068000001,53533.03633639234,123,80680,2016,Troy Township,P1238068000001,Newaygo County,26123,43.562709000000005,-85.791423,NEWAYGO,TROY TOWNSHIP; 1,40,84,3,0,34,49,32,47,26,50,31,51,100,034,02,283,265,2,1,0,0,0,9,7,0,0,0,0,2,216,4,205,2,0,0,0,0,5,6,0
1632200001277,2045.3126828354896,163,22000,2016,City of Detroit,P1632200001277,Wayne County,26163,42.284664,-83.261953,WAYNE,DETROIT CITY; 277,261,5,0,0,231,3,229,6,223,5,224,8,010,005,13,283,2,273,2,0,0,0,1,0,1,0,0,0,0,211,0,2,202,2,0,0,0,5,5,0
0137600000001,139143.5820460401,013,76000,2016,Spurr Township,P0137600000001,Baraga County,26013,46.695859000000006,-88.36180999999999,BARAGA,SPURR TOWNSHIP; 1,75,83,4,28,73,85,75,82,73,85,77,85,110,038,01,276,251,1,2,2,0,0,3,0,0,0,0,0,3,230,3,216,1,2,2,0,0,6,17,0
0296314000012,81401.65845726195,029,63140,2016,Peaine Township,P0296314000012,Charlevoix County,26029,45.513164,-85.45039200000001,CHARLEVOIX,PEAINE TOWNSHIP; 12,107,132,10,3,116,125,121,117,110,125,114,127,105,037,01,292,287,0,1,0,0,0,2,2,0,0,0,0,0,267,2,263,0,1,0,0,0,1,2,0
1254444000001,12369.266443178418,125,44440,2016,City of Lake Angelus,P1254444000001,Oakland County,26125,42.660452,-83.38421,OAKLAND,LAKE ANGELUS CITY; 1,46,184,13,1,51,149,49,154,44,154,46,159,043,014,11,290,278,1,0,8,0,0,1,1,0,0,0,0,0,255,1,243,1,0,8,0,0,2,2,0
0471890000001,37943.658489256675,047,18900,2016,Cross Village Township,P0471890000001,Emmet County,26047,45.590094,-84.986822,EMMET,CROSS VILLAGE TOWNSHIP; 1,72,98,6,2,77,100,73,99,71,98,78,98,107,037,01,281,230,1,37,0,0,0,3,0,0,0,0,0,0,239,1,204,0,27,0,0,0,7,10,3
0412696000001,159431.41430444465,041,26960,2016,Fairbanks Township,P0412696000001,Delta County,26041,45.805229,-86.901938,DELTA,FAIRBANKS TOWNSHIP; 1,57,122,4,1,71,124,62,125,61,119,71,123,108,038,01,281,244,0,17,0,4,0,3,0,0,0,0,0,2,232,3,210,0,12,0,1,0,6,13,1
0492900002013,4313.562095276063,049,29000,2016,City of Flint,P0492900002013,Genesee County,26049,43.021077000000005,-83.706372,GENESEE,FLINT CITY; Ward 2; Precinct 13,59,0,0,0,40,1,39,1,40,1,41,1,034,027,05,280,1,264,0,0,0,0,2,0,0,0,0,0,1,190,2,1,177,0,0,0,0,10,13,1
1194948000001,54477.28389650136,119,49480,2016,Loud Township,P1194948000001,Montmorency County,26119,45.024134000000004,-84.130107,MONTMORENCY,LOUD TOWNSHIP; 1,56,114,8,3,49,92,42,99,37,102,46,102,105,036,01,293,288,0,0,0,0,0,0,0,0,0,0,0,0,261,0,256,0,0,0,0,0,5,5,0
1031454000001,139976.24775964182,103,14540,2016,Champion Township,P1031454000001,Marquette County,26103,46.656596,-87.584028,MARQUETTE,CHAMPION TOWNSHIP; 1,84,63,3,2,76,36,72,40,65,43,74,41,109,038,01,297,288,0,5,0,0,1,0,0,0,0,0,0,0,223,0,220,0,1,0,0,0,2,3,0
1415486000001,53351.17061137065,141,54860,2016,Moltke Township,P1415486000001,Presque Isle County,26141,45.489515000000004,-83.384019,PRESQUE ISLE,MOLTKE TOWNSHIP; 1,45,125,10,1,61,97,48,106,42,107,59,101,106,036,01,296,281,10,0,0,0,0,1,1,0,0,0,0,0,242,0,237,4,0,0,0,0,1,4,0
